2022-12-30,سم بنکمن فرید در زمان بازداشت خانگی ۶۸۴٬۰۰۰ دلار ارز دیجیتال منتقل کرده است,106,44
2022-12-30,پیتر شیف: مایکرواستراتژی هزینه شیفتگی مایکل سیلور به بیت کوین را خواهد پرداخت,143,433
2022-12-18,طی هفت ساعت گذشته هیچ برداشتی از صرافی OKX پردازش نشده است,75,42
2022-12-18,رئیس بانک مرکزی: ایرادات فنی ریال دیجیتال در حال رفع است,62,179
2022-12-18,سم بنکمن فرید تصمیمش را درمورد اعتراض به حکم استرداد تغییر داده است,72,18
2022-12-18,اپراتور مخابراتی بحرین: از این پس پرداخت قبوض با ارزهای دیجیتال امکان‌پذیر است,219,18
2022-12-18,قانون‌گذاران مالی آمریکایی از کنگره این کشور خواسته‌اند تا قوانین بازارهای نقدی ارزهای دیجیتال را تنظیم کند,107,27
2022-12-18,وکیل مدیرعامل ریپل قصد دارد از پرونده بین SEC و این ارز دیجیتال خارج شود,106,68
2022-12-18,یوگا لبز به شکایت خود علیه هنرمندانی که ادعا می‌کند از مجموعه BAYC کپی کرده‌اند، ادامه می‌دهد,43,15
2022-12-18,دادستان‌های آمریکایی به‌دنبال اطلاعات مربوط به کمک‌های مالی و سیاسی هستند که سم بنکمن فرید به قانون‌گذاران آمریکایی کرده بود,43,23
2022-12-18,نماینده‌های پارلمان آمریکا باور دارند که SEC نسبت به اتفاقات مربوط به FTX کوتاهی کرده است,46,18
2022-12-18,ویتالیک بوترین توضیح می‌دهد که چرا نسبت به اکوسیستم اتریوم هیجان‌زده است,104,15
2022-12-17,بیش از ۲میلیون دلار از صرافی غیرمتمرکز رادیوم سرقت شد,40,100
2022-12-17,تحقیق: تعداد کاربران کیف پول‌های ارزهای دیجیتال در سال جاری میلادی بیش از ۶درصد رشد کرده است,87,12
2022-12-17,استاندارد جدید بانک تسویه حساب‌های بین‌المللی دارایی ارزهای دیجیتال بانک‌ها را به ۲درصد محدود می‌کند,83,16
2022-12-17,بنیان‌گذار کاردانو می‌گوید دیگر درباره ریپل صحبت نخواهد کرد,125,32
2022-12-17,تیم فوتبال بارسلونا با صرافی ارزهای دیجیتال وایت‌بیت وارد همکاری شد,94,11
2022-12-17,دموکرات‌ها کمک مالی سم بنکمن فرید را به او باز می‌گردانند,98,19
2022-12-17,مایک نووگراتز: همه صرافی‌های ارزهای دیجیتال مانند FTX یک سازمان مجرمانه نیستند,99,20
2022-12-17,سرعت سوزاندن شیبا اینو ۲۲۵درصد رشد کرد,485,45
2022-12-17,رئیس بانک مرکزی روسیه: می‌توان معامله ارزهای دیجیتال را به‌صورت کنترل‌شده آزمایش کرد,151,21
2022-12-17,حساب توییتر هال فینی توسط همسرش مجدداً فعال شد,176,21
2022-12-19,مقام سابق کمیسیون بورس آمریکا: وضعیت مالی بایننس حتی نسبت به FTX ابهامات بیشتری دارد,54,104
2022-12-19,اکسلار یک برنامه تأمین مالی ۶۰میلیون دلاری برای استارتاپ‌ها راه‌اندازی کرد,52,14
2022-12-19,معاملات کوین شیرز در بازار سهام نزدک استکهلم آغاز شد,65,13
2022-12-19,بایننس آمریکا با خرید دارایی‌های وویجر موافقت کرد,129,11
2022-12-19,رن پروتکل احتمالاً در روزهای آینده تعطیل شود,33,53
2022-12-19,گری‌‌اسکیل چگونگی بازگشت سرمایه سهام‌داران را در صورت شکست ETF بیت کوین تراست بررسی می‌کند,77,24
2022-12-19,کاهش قیمت دوج کوین پس از پرسش ایلان ماسک در مورد کنارگیری از ریاست توییتر,244,120
2022-12-19,قزاقستان قصد دارد برنامه ارز دیجیتال ملی خود را تا ۳ سال آینده تکمیل کند,62,11
2022-12-19,دو آدرس کیف پول پس از چهار سال، ۲۲٬۹۸۲ اتریوم انتقال داده‌اند,62,20
2022-12-19,افزایش ۳درصدی سختی استخراج بیت کوین در پایان سال ۲۰۲۲,133,33
2022-12-19,‌هم‌بنیان‌گذار طرح کلاهبرداری ۴میلیارد دلاری وان‌کوین به ۶۰ سال زندان محکوم می‌شود,95,15
2022-12-19,طلبکاران FTX می‌توانند تا ۴۰درصد از سرمایه خود را پس بگیرند,80,12
2022-12-19,صرافی اوکی‌اکس واریز و برداشت ارزهای دیجیتال را از سر گرفت,147,24
2022-12-19,نیجریه لایحه به‌رسمیت‌شناختن بیت کوین و ارزهای دیجیتال را به‌زودی تصویب می‌کند,241,24
2022-12-19,نهنگ‌ها در ۳۰ روزه گذشته، ۲۸۰٬۰۰۰ بیت کوین فروخته‌اند,143,173
2022-12-19,سالیدوس لبز: در سال ۲۰۲۲، روزانه ۳۵۰ توکن کلاهبرداری جدید ایجاد شده است,27,45
2022-12-19,کمیته بانکداری سنا پیشنهاد احتمال ممنوعیت ارزهای دیجیتال را مطرح کرد,151,127
2022-12-18,تعداد هولدرهای ترا کلاسیک طی ماه‌های اخیر به‌تدریج افزایش یافته است,563,123
2022-12-18,کاردانو به فهرست برترین خریدهای بزرگ‌ترین نهنگ‌های BNB چین راه یافت,275,28
2022-12-18,BNB در ۲۴ ساعت گذشته فعال‌ترین بلاک چین بوده است,121,28
2022-12-30,رئیس‌جمهور پیشین روسیه: نظام پولی کنونی در سال ۲۰۲۳ سقوط خواهد کرد,327,77
2022-12-30,۳.۵میلیارد دلار دارایی مشتریان FTX در اختیار کمیسیون بورس و اوراق بهاردار باهاما است,87,22
2022-12-30,یک مقام پیشین بانک مرکزی چین می‌گوید که حجم استفاده از یوان دیجیتال کم بوده است,79,52
2022-12-30,مشتریان FTX خواهان حذف اطلاعات شخصی خود از پرونده‌های ورشکستگی هستند,71,21
2022-12-30,رشد قیمت سولانا به‌دلیل حمایت ویتالیک بوترین از این ارز دیجیتال,314,57
2022-12-30,FBI در حال بررسی افشای اطلاعات کاربران از سوی تری‌کاماس است,40,23
2022-12-30,حساب کاربری توییتر کوین اولری هک شد,60,99
2022-12-30,حجم فروش روزانه NFTهای دونالد ترامپ ۹۸درصد کاهش یافته است,60,58
2022-12-30,توسعه‌دهندگان دوج کوین شایعه تغییر به مکانیسم اثبات سهام را رد کردند,211,25
2022-12-29,"بیش از ۱,۴۰۰ شرکت چینی در صنعت ارزهای دیجیتال فعالیت می‌کنند",158,24
2022-12-29,ترکیه اولین آزمایش ارز دیجیتال ملی خود را انجام داد,171,22
2022-12-29,توسعه‌دهنده دفترکل ریپل درباره کلاهبرداری جدید هشدار داد,91,29
2022-12-29,میزان هولدرهای بلندمدت شیبا اینو به ۶۰درصد رسیده است,552,247
2022-12-29,صالح‌آبادی از ریاست بانک مرکزی استعفا داد؛ فرزین رئیس جدید,134,56
2022-12-29,شرکت BMW برای برنامه وفاداری بلاک چین خود با کوین‌وب و بی‌ان‌بی چین همکاری می‌کند,117,13
2022-12-29,انتقال ناگهانی بیش از ۱.۷میلیون دلار ارز دیجیتال از کیف پول‌های آلامدا ریسرچ,103,30
2022-12-29,اِسبربَنک روسیه ارز دیجیتال با پشتوانه طلا صادر می‌کند,121,12
2022-12-29,سم بنکمن فرید احتمالاً پیش از شروع محاکمه توافق خواهد کرد,151,23
2022-12-29,ارزش کل بازار NFT‌ها طی ۲ سال بیش از ۱۱٬۰۰۰درصد رشد کرده است,81,16
2022-12-29,سم‌ بنکمن فرید از پول آلامدا ریسرچ برای خرید سهام رابین‌هود استفاده کرده است,81,25
2023-01-03,رئیس بانک مرکزی مراکش: پیش‌نویس قانون ارزهای دیجیتال آماده است,89,10
2022-12-29,قانون‌گذاران کالیفرنیا نسبت به ۱۷ وب‌سایت مشکوک به کلاهبرداری اخطار داده‌اند,51,21
2023-01-03,جاستین سان شایعات مربوط به اخراج گسترده کارکنان هوبی را رد کرد,77,12
2022-12-29,حجم معاملات بازار NFTها برای دومین سال متوالی در نزدیکی کریسمس کاهش یافت,35,38
2023-01-03,برق مصرف‌شده برای استخراج بیت کوین در سال ۲۰۲۲ از سوئد بیشتر بوده است,58,149
2022-12-29,خدمات ماینینگ ابری بایننس به‌دلیل شرایط آب‌وهوایی آمریکای شمالی به‌مدت سه روز قطع شد,96,31
2023-01-02,استارتاپ‌های وب۳ در سال ۲۰۲۲ ۷.۱میلیارد دلار سرمایه جمع‌آوری کردند,84,14
2022-12-29,مایکل سیلر: میکرواستراتژی در سال ۲۰۲۳ راهکارهای لایتنینگ بیت ‌کوین را راه‌اندازی می‌کند,123,21
2023-01-02,مجمع جهانی اقتصاد: فناوری بلاک چین و ارزهای دیجیتال بخشی جدایی‌ناپذیر از اقتصاد مدرن خواهند بود,206,21
2022-12-29,مارک یوسکو: صاحبان قدرت می‌خواهند با صنعت ارزهای دیجیتال بجنگند,94,25
2022-12-29,مدیر تحقیقات پروژه دلار دیجیتال: ارز دیجیتال ملی ایالات متحده مطمئناً راه‌اندازی می‌شود,70,21
2022-12-29,دونالد ترامپ: هنر NFTها را دوست دارم؛ نه سودشان را!,87,14
2022-12-29,قیمت سولانا بعد از تقریباً دو سال به زیر محدوده ۱۰ دلار سقوط کرد,119,64
2022-12-29,یونی سواپ امسال ۶۲۰میلیارد دلار حجم معاملات را به ثبت رساند,84,10
2022-12-28,وزارت دادگستری آمریکا در مورد هک صرافی FTX تحقیق می‌کند,68,12
2022-12-28,گزارش جدید: تعداد مالکان ارزهای دیجیتال ممکن است در سال ۲۰۲۳ به ۸۰۰ نفر برسد,253,41
2022-12-28,سهام تسلا در سال ۲۰۲۲ در مقایسه با بیت کوین و اتریوم افت بیشتری داشته است,148,25
2022-12-28,اولین بازار NFT ملی چین هفته آینده راه‌اندازی می‌شود,108,10
2022-12-28,"مایکرواستراتژی ۲,۵۰۰ بیت کوین دیگر خریداری کرد",361,22
2022-12-28,آرگو بلاک چین بهترین تجهیزات استخراج خود را به گلکسی دیجیتال می‌فروشد,100,16
2022-12-28,امکان سهام‌گذاری کاردانو برای کاربران ‌iOS تراست والت فراهم شد,142,17
2022-12-28,هکر پروتکل دیفراست فایننس تمام دارایی‌های دزدیده‌شده را بازگردانده است,145,12
2022-12-28,کراکن برای دومین بار از بازار ارزهای دیجیتال ژاپن خارج می‌شود,49,48
2022-12-28,شرکت‌های عمومی استخراج‌ تقریباً تمام بیت کوین‌های استخراج‌شده خود در سال ۲۰۲۲ را فروخته‌اند,119,42
2022-12-28,هکر مانگو مارکتس به اتهام کلاهبرداری دستگیر شد,57,21
2023-01-02,رشد ۲۴درصدی توکن LDO پس از ثبت رکورد بیشترین سرمایه قفل‌شده توسط لیدو فایننس,91,21
2023-01-02,گزارش: آلامدا ریسرچ در سال ۲۰۱۸ در آستانه سقوط بوده است,56,26
2023-01-02,سوشی‌سواپ به فعالیت پلتفرم‌های کاشی و میزو خاتمه می‌دهد,60,19
2023-01-02,ترکیه از هویت مبتنی‌بر بلاک چین برای سرویس‌های عمومی آنلاین استفاده می‌کند,86,15
2023-01-02,صرافی ایرانی کوین نیک مارکت فعالیت خود را متوقف می‌کند,52,109
2023-01-02,دو سوم مؤسسات مالی بزرگ آمریکا انتظار وقوع رکود اقتصادی در سال ۲۰۲۳ را دارند,85,33
